,Códigos dos Municípios,Nome dos Municípios,Anos,Porcentagem de Docentes com Formação Adequada no Fundamental,Porcentagem de Alunos do Ensino Fundamental em Escolas com Laboratório de Informática,Porcentagem de Alunos do Ensino Fundamental em Escolas com Acesso à Internet
1854,2615201,Terra Nova (PE),2013,35,57.14,69.49
1855,2615201,Terra Nova (PE),2014,38.8,56.25,70.27
1856,2615201,Terra Nova (PE),2015,37.9,58.52,85.05
1857,2615201,Terra Nova (PE),2016,45.2,54.67,99.73
1858,2615201,Terra Nova (PE),2017,43.4,52.36,99.51
1859,2615201,Terra Nova (PE),2018,NA,NA,NA
1860,2615300,Timbaúba (PE),2008,NA,NA,NA
1861,2615300,Timbaúba (PE),2009,NA,NA,NA
1862,2615300,Timbaúba (PE),2010,NA,NA,NA
1863,2615300,Timbaúba (PE),2011,NA,NA,NA
1864,2615300,Timbaúba (PE),2012,NA,NA,NA
1865,2615300,Timbaúba (PE),2013,32.3,92.6,82.41
1866,2615300,Timbaúba (PE),2014,35,91.81,89.77
1867,2615300,Timbaúba (PE),2015,35.7,91.7,92.01
1868,2615300,Timbaúba (PE),2016,38.7,83.19,82.02
1869,2615300,Timbaúba (PE),2017,37.3,82.52,79.75
1870,2615300,Timbaúba (PE),2018,NA,NA,NA
1871,2615409,Toritama (PE),2008,NA,NA,NA
1872,2615409,Toritama (PE),2009,NA,NA,NA
1873,2615409,Toritama (PE),2010,NA,NA,NA
1874,2615409,Toritama (PE),2011,NA,NA,NA
1875,2615409,Toritama (PE),2012,NA,NA,NA
1876,2615409,Toritama (PE),2013,12.3,48.08,65.93
1877,2615409,Toritama (PE),2014,12.6,40.08,62.58
1878,2615409,Toritama (PE),2015,11.7,35.25,66.9
1879,2615409,Toritama (PE),2016,10,26.46,55.78
1880,2615409,Toritama (PE),2017,33.3,34.92,40.59
1881,2615409,Toritama (PE),2018,NA,NA,NA
1882,2615508,Tracunhaém (PE),2008,NA,NA,NA
1883,2615508,Tracunhaém (PE),2009,NA,NA,NA
1884,2615508,Tracunhaém (PE),2010,NA,NA,NA
1885,2615508,Tracunhaém (PE),2011,NA,NA,NA
1886,2615508,Tracunhaém (PE),2012,NA,NA,NA
1887,2615508,Tracunhaém (PE),2013,49,75.94,73.8
1888,2615508,Tracunhaém (PE),2014,48.2,77.54,71.08
1889,2615508,Tracunhaém (PE),2015,42.3,76.87,69.13
1890,2615508,Tracunhaém (PE),2016,39.5,77.65,53.2
1891,2615508,Tracunhaém (PE),2017,36.5,77.98,58.31
1892,2615508,Tracunhaém (PE),2018,NA,NA,NA
1893,2615607,Trindade (PE),2008,NA,NA,NA
1894,2615607,Trindade (PE),2009,NA,NA,NA
1895,2615607,Trindade (PE),2010,NA,NA,NA
1896,2615607,Trindade (PE),2011,NA,NA,NA
1897,2615607,Trindade (PE),2012,NA,NA,NA
1898,2615607,Trindade (PE),2013,39.7,73.7,87.31
1899,2615607,Trindade (PE),2014,38.3,74.42,89.58
1900,2615607,Trindade (PE),2015,36.6,61.21,88.45
1901,2615607,Trindade (PE),2016,34.4,49.85,78.6
1902,2615607,Trindade (PE),2017,30.3,48.59,80.42
1903,2615607,Trindade (PE),2018,NA,NA,NA
1904,2615706,Triunfo (PE),2008,NA,NA,NA
1905,2615706,Triunfo (PE),2009,NA,NA,NA
1906,2615706,Triunfo (PE),2010,NA,NA,NA
1907,2615706,Triunfo (PE),2011,NA,NA,NA
1908,2615706,Triunfo (PE),2012,NA,NA,NA
1909,2615706,Triunfo (PE),2013,28.6,91.37,69.07
1910,2615706,Triunfo (PE),2014,28.7,91.99,70.8
1911,2615706,Triunfo (PE),2015,31.5,83.45,75.7
1912,2615706,Triunfo (PE),2016,31.2,75.39,81.01
1913,2615706,Triunfo (PE),2017,41.6,73.85,83.56
1914,2615706,Triunfo (PE),2018,NA,NA,NA
1915,2615805,Tupanatinga (PE),2008,NA,NA,NA
1916,2615805,Tupanatinga (PE),2009,NA,NA,NA
1917,2615805,Tupanatinga (PE),2010,NA,NA,NA
1918,2615805,Tupanatinga (PE),2011,NA,NA,NA
1919,2615805,Tupanatinga (PE),2012,NA,NA,NA
1920,2615805,Tupanatinga (PE),2013,16.5,68.32,55.48
1921,2615805,Tupanatinga (PE),2014,17.6,69.5,56.51
1922,2615805,Tupanatinga (PE),2015,48.8,70.5,58.65
1923,2615805,Tupanatinga (PE),2016,44.9,71.61,77.3
1924,2615805,Tupanatinga (PE),2017,29.1,74.39,63.68
1925,2615805,Tupanatinga (PE),2018,NA,NA,NA
1926,2615904,Tuparetama (PE),2008,NA,NA,NA
1927,2615904,Tuparetama (PE),2009,NA,NA,NA
1928,2615904,Tuparetama (PE),2010,NA,NA,NA
1929,2615904,Tuparetama (PE),2011,NA,NA,NA
1930,2615904,Tuparetama (PE),2012,NA,NA,NA
1931,2615904,Tuparetama (PE),2013,52.7,53.79,100
1932,2615904,Tuparetama (PE),2014,57.6,45.62,100
1933,2615904,Tuparetama (PE),2015,53.2,45.29,100
1934,2615904,Tuparetama (PE),2016,51.3,69.36,100
1935,2615904,Tuparetama (PE),2017,46.2,72.35,100
1936,2615904,Tuparetama (PE),2018,NA,NA,NA
1937,2616001,Venturosa (PE),2008,NA,NA,NA
1938,2616001,Venturosa (PE),2009,NA,NA,NA
1939,2616001,Venturosa (PE),2010,NA,NA,NA
1940,2616001,Venturosa (PE),2011,NA,NA,NA
1941,2616001,Venturosa (PE),2012,NA,NA,NA
1942,2616001,Venturosa (PE),2013,32.5,73.74,83.55
1943,2616001,Venturosa (PE),2014,34.7,87.89,83.01
1944,2616001,Venturosa (PE),2015,32.8,80.65,87.82
1945,2616001,Venturosa (PE),2016,34.9,79.49,92.77
1946,2616001,Venturosa (PE),2017,36.5,78.72,92.91
1947,2616001,Venturosa (PE),2018,NA,NA,NA
1948,2616100,Verdejante (PE),2008,NA,NA,NA
1949,2616100,Verdejante (PE),2009,NA,NA,NA
1950,2616100,Verdejante (PE),2010,NA,NA,NA
1951,2616100,Verdejante (PE),2011,NA,NA,NA
1952,2616100,Verdejante (PE),2012,NA,NA,NA
1953,2616100,Verdejante (PE),2013,33.1,90.49,83.59
1954,2616100,Verdejante (PE),2014,30.5,89.69,62.26
1955,2616100,Verdejante (PE),2015,29.1,96.42,55.68
1956,2616100,Verdejante (PE),2016,32.3,95.67,54.6
1957,2616100,Verdejante (PE),2017,30.5,69.71,36.46
1958,2616100,Verdejante (PE),2018,NA,NA,NA
1959,2616183,Vertente do Lério (PE),2008,NA,NA,NA
1960,2616183,Vertente do Lério (PE),2009,NA,NA,NA
1961,2616183,Vertente do Lério (PE),2010,NA,NA,NA
1962,2616183,Vertente do Lério (PE),2011,NA,NA,NA
1963,2616183,Vertente do Lério (PE),2012,NA,NA,NA
1964,2616183,Vertente do Lério (PE),2013,25.6,55.18,8.96
1965,2616183,Vertente do Lério (PE),2014,30.7,54.08,76.21
1966,2616183,Vertente do Lério (PE),2015,36.2,52.15,77.17
1967,2616183,Vertente do Lério (PE),2016,37.6,0,74.82
1968,2616183,Vertente do Lério (PE),2017,37.4,0,69.72
1969,2616183,Vertente do Lério (PE),2018,NA,NA,NA
1970,2616209,Vertentes (PE),2008,NA,NA,NA
1971,2616209,Vertentes (PE),2009,NA,NA,NA
1972,2616209,Vertentes (PE),2010,NA,NA,NA
1973,2616209,Vertentes (PE),2011,NA,NA,NA
1974,2616209,Vertentes (PE),2012,NA,NA,NA
1975,2616209,Vertentes (PE),2013,28,70.38,70.38
1976,2616209,Vertentes (PE),2014,29.9,66.88,66.88
1977,2616209,Vertentes (PE),2015,28.2,67.51,93.6
1978,2616209,Vertentes (PE),2016,27.9,68.21,93.85
1979,2616209,Vertentes (PE),2017,29.6,64.54,96.82
1980,2616209,Vertentes (PE),2018,NA,NA,NA
1981,2616308,Vicência (PE),2008,NA,NA,NA
1982,2616308,Vicência (PE),2009,NA,NA,NA
1983,2616308,Vicência (PE),2010,NA,NA,NA
1984,2616308,Vicência (PE),2011,NA,NA,NA
1985,2616308,Vicência (PE),2012,NA,NA,NA
1986,2616308,Vicência (PE),2013,30.1,73.58,78.87
1987,2616308,Vicência (PE),2014,27,77.51,89.49
1988,2616308,Vicência (PE),2015,25.6,79.2,97.26
1989,2616308,Vicência (PE),2016,28.5,79.18,82.51
1990,2616308,Vicência (PE),2017,32.2,74.09,97.37
1991,2616308,Vicência (PE),2018,NA,NA,NA
1992,2616407,Vitória de Santo Antão (PE),2008,NA,NA,NA
1993,2616407,Vitória de Santo Antão (PE),2009,NA,NA,NA
1994,2616407,Vitória de Santo Antão (PE),2010,NA,NA,NA
1995,2616407,Vitória de Santo Antão (PE),2011,NA,NA,NA
1996,2616407,Vitória de Santo Antão (PE),2012,NA,NA,NA
1997,2616407,Vitória de Santo Antão (PE),2013,32.2,74.76,80.03
1998,2616407,Vitória de Santo Antão (PE),2014,31.7,73.3,81.67
1999,2616407,Vitória de Santo Antão (PE),2015,29.6,73.97,84.3
2000,2616407,Vitória de Santo Antão (PE),2016,37.3,75.28,82.91
2001,2616407,Vitória de Santo Antão (PE),2017,41.9,59.35,84.68
2002,2616407,Vitória de Santo Antão (PE),2018,NA,NA,NA
2003,2616506,Xexéu (PE),2008,NA,NA,NA
2004,2616506,Xexéu (PE),2009,NA,NA,NA
2005,2616506,Xexéu (PE),2010,NA,NA,NA
2006,2616506,Xexéu (PE),2011,NA,NA,NA
2007,2616506,Xexéu (PE),2012,NA,NA,NA
2008,2616506,Xexéu (PE),2013,14.5,34.96,81.84
2009,2616506,Xexéu (PE),2014,21.3,32.01,81.68
2010,2616506,Xexéu (PE),2015,22.1,33.85,91.03
2011,2616506,Xexéu (PE),2016,22.1,29.61,91.02
2012,2616506,Xexéu (PE),2017,20.4,26.14,90.68
2013,2616506,Xexéu (PE),2018,NA,NA,NA
