,Códigos dos Municípios,Nome dos Municípios,Anos,Porcentagem de Docentes com Formação Adequada no Fundamental,Porcentagem de Alunos do Ensino Fundamental em Escolas com Laboratório de Informática,Porcentagem de Alunos do Ensino Fundamental em Escolas com Acesso à Internet
941,2607802,Itaquitinga (PE),2013,27.9,65.43,73.04
942,2607802,Itaquitinga (PE),2014,24.4,63.68,87.82
943,2607802,Itaquitinga (PE),2015,29.7,30.55,89.06
944,2607802,Itaquitinga (PE),2016,29,40.63,89.84
945,2607802,Itaquitinga (PE),2017,29,25.8,89.85
946,2607802,Itaquitinga (PE),2018,NA,NA,NA
947,2607901,Jaboatão dos Guararapes (PE),2008,NA,NA,NA
948,2607901,Jaboatão dos Guararapes (PE),2009,NA,NA,NA
949,2607901,Jaboatão dos Guararapes (PE),2010,NA,NA,NA
950,2607901,Jaboatão dos Guararapes (PE),2011,NA,NA,NA
951,2607901,Jaboatão dos Guararapes (PE),2012,NA,NA,NA
952,2607901,Jaboatão dos Guararapes (PE),2013,56.7,53.91,88.23
953,2607901,Jaboatão dos Guararapes (PE),2014,56.6,49.13,89.66
954,2607901,Jaboatão dos Guararapes (PE),2015,54.4,38.54,89.22
955,2607901,Jaboatão dos Guararapes (PE),2016,54.5,28.15,90.42
956,2607901,Jaboatão dos Guararapes (PE),2017,56.5,23.73,91.42
957,2607901,Jaboatão dos Guararapes (PE),2018,NA,NA,NA
958,2607950,Jaqueira (PE),2008,NA,NA,NA
959,2607950,Jaqueira (PE),2009,NA,NA,NA
960,2607950,Jaqueira (PE),2010,NA,NA,NA
961,2607950,Jaqueira (PE),2011,NA,NA,NA
962,2607950,Jaqueira (PE),2012,NA,NA,NA
963,2607950,Jaqueira (PE),2013,40.1,10.88,78.11
964,2607950,Jaqueira (PE),2014,52.9,7.78,78.67
965,2607950,Jaqueira (PE),2015,51.3,3.85,79.09
966,2607950,Jaqueira (PE),2016,41,3.68,93.59
967,2607950,Jaqueira (PE),2017,46.4,3.82,94.46
968,2607950,Jaqueira (PE),2018,NA,NA,NA
969,2608008,Jataúba (PE),2008,NA,NA,NA
970,2608008,Jataúba (PE),2009,NA,NA,NA
971,2608008,Jataúba (PE),2010,NA,NA,NA
972,2608008,Jataúba (PE),2011,NA,NA,NA
973,2608008,Jataúba (PE),2012,NA,NA,NA
974,2608008,Jataúba (PE),2013,36,6.59,49.62
975,2608008,Jataúba (PE),2014,34.5,12.27,50.94
976,2608008,Jataúba (PE),2015,35,11.99,58.79
977,2608008,Jataúba (PE),2016,34,11.34,58.38
978,2608008,Jataúba (PE),2017,33.9,11.8,15.08
979,2608008,Jataúba (PE),2018,NA,NA,NA
980,2608057,Jatobá (PE),2008,NA,NA,NA
981,2608057,Jatobá (PE),2009,NA,NA,NA
982,2608057,Jatobá (PE),2010,NA,NA,NA
983,2608057,Jatobá (PE),2011,NA,NA,NA
984,2608057,Jatobá (PE),2012,NA,NA,NA
985,2608057,Jatobá (PE),2013,33.8,41.76,64.3
986,2608057,Jatobá (PE),2014,33.3,52.81,70.74
987,2608057,Jatobá (PE),2015,31.7,51.96,54.24
988,2608057,Jatobá (PE),2016,32.9,47.92,65.92
989,2608057,Jatobá (PE),2017,35.3,44.51,72.13
990,2608057,Jatobá (PE),2018,NA,NA,NA
991,2608107,João Alfredo (PE),2008,NA,NA,NA
992,2608107,João Alfredo (PE),2009,NA,NA,NA
993,2608107,João Alfredo (PE),2010,NA,NA,NA
994,2608107,João Alfredo (PE),2011,NA,NA,NA
995,2608107,João Alfredo (PE),2012,NA,NA,NA
996,2608107,João Alfredo (PE),2013,42.9,18.07,82.49
997,2608107,João Alfredo (PE),2014,44.9,33.44,76.24
998,2608107,João Alfredo (PE),2015,37.7,47.98,81.74
999,2608107,João Alfredo (PE),2016,32.4,48.54,91.15
1000,2608107,João Alfredo (PE),2017,30.4,23.63,85.52
1001,2608107,João Alfredo (PE),2018,NA,NA,NA
1002,2608206,Joaquim Nabuco (PE),2008,NA,NA,NA
1003,2608206,Joaquim Nabuco (PE),2009,NA,NA,NA
1004,2608206,Joaquim Nabuco (PE),2010,NA,NA,NA
1005,2608206,Joaquim Nabuco (PE),2011,NA,NA,NA
1006,2608206,Joaquim Nabuco (PE),2012,NA,NA,NA
1007,2608206,Joaquim Nabuco (PE),2013,20.1,35.17,75.08
1008,2608206,Joaquim Nabuco (PE),2014,19.2,34.42,76.1
1009,2608206,Joaquim Nabuco (PE),2015,20.5,34.28,77.08
1010,2608206,Joaquim Nabuco (PE),2016,16.6,33.59,77.72
1011,2608206,Joaquim Nabuco (PE),2017,24.8,28.76,90.76
1012,2608206,Joaquim Nabuco (PE),2018,NA,NA,NA
1013,2608255,Jucati (PE),2008,NA,NA,NA
1014,2608255,Jucati (PE),2009,NA,NA,NA
1015,2608255,Jucati (PE),2010,NA,NA,NA
1016,2608255,Jucati (PE),2011,NA,NA,NA
1017,2608255,Jucati (PE),2012,NA,NA,NA
1018,2608255,Jucati (PE),2013,48.3,79.11,79.11
1019,2608255,Jucati (PE),2014,62.4,80.61,80.61
1020,2608255,Jucati (PE),2015,56.5,82.37,82.37
1021,2608255,Jucati (PE),2016,65.7,13.73,82.95
1022,2608255,Jucati (PE),2017,62,0,82.76
1023,2608255,Jucati (PE),2018,NA,NA,NA
1024,2608305,Jupi (PE),2008,NA,NA,NA
1025,2608305,Jupi (PE),2009,NA,NA,NA
1026,2608305,Jupi (PE),2010,NA,NA,NA
1027,2608305,Jupi (PE),2011,NA,NA,NA
1028,2608305,Jupi (PE),2012,NA,NA,NA
1029,2608305,Jupi (PE),2013,43.9,11.96,77.89
1030,2608305,Jupi (PE),2014,47,15.03,79.07
1031,2608305,Jupi (PE),2015,46.5,21.86,100
1032,2608305,Jupi (PE),2016,44.5,21.12,100
1033,2608305,Jupi (PE),2017,43.3,19.59,27.03
1034,2608305,Jupi (PE),2018,NA,NA,NA
1035,2608404,Jurema (PE),2008,NA,NA,NA
1036,2608404,Jurema (PE),2009,NA,NA,NA
1037,2608404,Jurema (PE),2010,NA,NA,NA
1038,2608404,Jurema (PE),2011,NA,NA,NA
1039,2608404,Jurema (PE),2012,NA,NA,NA
1040,2608404,Jurema (PE),2013,50,67.57,79.44
1041,2608404,Jurema (PE),2014,46.6,65.77,77.22
1042,2608404,Jurema (PE),2015,47.4,34.22,77.02
1043,2608404,Jurema (PE),2016,41,39.78,79.76
1044,2608404,Jurema (PE),2017,40.7,40.09,83.66
1045,2608404,Jurema (PE),2018,NA,NA,NA
1046,2608453,Lagoa de Itaenga (PE),2008,NA,NA,NA
1047,2608453,Lagoa de Itaenga (PE),2009,NA,NA,NA
1048,2608453,Lagoa de Itaenga (PE),2010,NA,NA,NA
1049,2608453,Lagoa de Itaenga (PE),2011,NA,NA,NA
1050,2608453,Lagoa de Itaenga (PE),2012,NA,NA,NA
1051,2608453,Lagoa de Itaenga (PE),2013,38.9,75.19,90.62
1052,2608453,Lagoa de Itaenga (PE),2014,39.6,71.7,90.53
1053,2608453,Lagoa de Itaenga (PE),2015,40.9,65.62,95.98
1054,2608453,Lagoa de Itaenga (PE),2016,45,60.87,95.71
1055,2608453,Lagoa de Itaenga (PE),2017,35,57.75,93.2
1056,2608453,Lagoa de Itaenga (PE),2018,NA,NA,NA
1057,2608503,Lagoa do Carro (PE),2008,NA,NA,NA
1058,2608503,Lagoa do Carro (PE),2009,NA,NA,NA
1059,2608503,Lagoa do Carro (PE),2010,NA,NA,NA
1060,2608503,Lagoa do Carro (PE),2011,NA,NA,NA
1061,2608503,Lagoa do Carro (PE),2012,NA,NA,NA
1062,2608503,Lagoa do Carro (PE),2013,36.3,92.76,75.19
1063,2608503,Lagoa do Carro (PE),2014,32.4,91.75,79.96
1064,2608503,Lagoa do Carro (PE),2015,28.2,92.28,99.65
1065,2608503,Lagoa do Carro (PE),2016,43.4,91.77,82.08
1066,2608503,Lagoa do Carro (PE),2017,27.6,91.45,57.99
1067,2608503,Lagoa do Carro (PE),2018,NA,NA,NA
1068,2608602,Lagoa do Ouro (PE),2008,NA,NA,NA
1069,2608602,Lagoa do Ouro (PE),2009,NA,NA,NA
1070,2608602,Lagoa do Ouro (PE),2010,NA,NA,NA
1071,2608602,Lagoa do Ouro (PE),2011,NA,NA,NA
1072,2608602,Lagoa do Ouro (PE),2012,NA,NA,NA
1073,2608602,Lagoa do Ouro (PE),2013,34.5,77.87,78.38
1074,2608602,Lagoa do Ouro (PE),2014,25.3,76.81,77.7
1075,2608602,Lagoa do Ouro (PE),2015,30.4,79.35,82.27
1076,2608602,Lagoa do Ouro (PE),2016,33,80.03,93.18
1077,2608602,Lagoa do Ouro (PE),2017,32.9,79.82,92.73
1078,2608602,Lagoa do Ouro (PE),2018,NA,NA,NA
1079,2608701,Lagoa dos Gatos (PE),2008,NA,NA,NA
1080,2608701,Lagoa dos Gatos (PE),2009,NA,NA,NA
1081,2608701,Lagoa dos Gatos (PE),2010,NA,NA,NA
1082,2608701,Lagoa dos Gatos (PE),2011,NA,NA,NA
1083,2608701,Lagoa dos Gatos (PE),2012,NA,NA,NA
1084,2608701,Lagoa dos Gatos (PE),2013,17.6,63.19,77.29
1085,2608701,Lagoa dos Gatos (PE),2014,37.9,61.46,76.15
1086,2608701,Lagoa dos Gatos (PE),2015,35.9,52.1,78.68
1087,2608701,Lagoa dos Gatos (PE),2016,30.5,50.44,76.86
1088,2608701,Lagoa dos Gatos (PE),2017,27.5,0,81.22
1089,2608701,Lagoa dos Gatos (PE),2018,NA,NA,NA
1090,2608750,Lagoa Grande (PE),2008,NA,NA,NA
1091,2608750,Lagoa Grande (PE),2009,NA,NA,NA
1092,2608750,Lagoa Grande (PE),2010,NA,NA,NA
1093,2608750,Lagoa Grande (PE),2011,NA,NA,NA
1094,2608750,Lagoa Grande (PE),2012,NA,NA,NA
1095,2608750,Lagoa Grande (PE),2013,32.5,78.83,77.77
1096,2608750,Lagoa Grande (PE),2014,35.8,67.24,78.94
1097,2608750,Lagoa Grande (PE),2015,31.9,69.31,70.58
1098,2608750,Lagoa Grande (PE),2016,45.5,69.42,90.71
1099,2608750,Lagoa Grande (PE),2017,45.5,53.58,78.13
1100,2608750,Lagoa Grande (PE),2018,NA,NA,NA
1101,2608800,Lajedo (PE),2008,NA,NA,NA
1102,2608800,Lajedo (PE),2009,NA,NA,NA
1103,2608800,Lajedo (PE),2010,NA,NA,NA
1104,2608800,Lajedo (PE),2011,NA,NA,NA
1105,2608800,Lajedo (PE),2012,NA,NA,NA
1106,2608800,Lajedo (PE),2013,38,82.97,67.32
1107,2608800,Lajedo (PE),2014,31,82.28,67.02
1108,2608800,Lajedo (PE),2015,32.8,66.59,65.82
1109,2608800,Lajedo (PE),2016,32.4,47.8,58.47
1110,2608800,Lajedo (PE),2017,44.2,1.82,70.42
1111,2608800,Lajedo (PE),2018,NA,NA,NA
1112,2608909,Limoeiro (PE),2008,NA,NA,NA
1113,2608909,Limoeiro (PE),2009,NA,NA,NA
1114,2608909,Limoeiro (PE),2010,NA,NA,NA
1115,2608909,Limoeiro (PE),2011,NA,NA,NA
1116,2608909,Limoeiro (PE),2012,NA,NA,NA
1117,2608909,Limoeiro (PE),2013,50.5,77.34,68.4
1118,2608909,Limoeiro (PE),2014,48.3,73.11,69.33
1119,2608909,Limoeiro (PE),2015,48.8,71.94,79.59
1120,2608909,Limoeiro (PE),2016,56.4,63.61,89.04
1121,2608909,Limoeiro (PE),2017,51.5,58.15,85.01
1122,2608909,Limoeiro (PE),2018,NA,NA,NA
1123,2609006,Macaparana (PE),2008,NA,NA,NA
1124,2609006,Macaparana (PE),2009,NA,NA,NA
1125,2609006,Macaparana (PE),2010,NA,NA,NA
1126,2609006,Macaparana (PE),2011,NA,NA,NA
1127,2609006,Macaparana (PE),2012,NA,NA,NA
1128,2609006,Macaparana (PE),2013,30.3,74.35,64.89
1129,2609006,Macaparana (PE),2014,30.7,73.82,70.41
1130,2609006,Macaparana (PE),2015,28.4,68.56,79.26
1131,2609006,Macaparana (PE),2016,30.3,69.19,87.62
1132,2609006,Macaparana (PE),2017,29,70.72,87.35
1133,2609006,Macaparana (PE),2018,NA,NA,NA
1134,2609105,Machados (PE),2008,NA,NA,NA
1135,2609105,Machados (PE),2009,NA,NA,NA
1136,2609105,Machados (PE),2010,NA,NA,NA
1137,2609105,Machados (PE),2011,NA,NA,NA
1138,2609105,Machados (PE),2012,NA,NA,NA
1139,2609105,Machados (PE),2013,25.6,12.16,51.31
1140,2609105,Machados (PE),2014,19.5,5.59,73.48
1141,2609105,Machados (PE),2015,11.4,0,88.55
1142,2609105,Machados (PE),2016,15.9,31.29,88.3
1143,2609105,Machados (PE),2017,15,0,80.25
1144,2609105,Machados (PE),2018,NA,NA,NA
1145,2609154,Manari (PE),2008,NA,NA,NA
1146,2609154,Manari (PE),2009,NA,NA,NA
1147,2609154,Manari (PE),2010,NA,NA,NA
1148,2609154,Manari (PE),2011,NA,NA,NA
1149,2609154,Manari (PE),2012,NA,NA,NA
1150,2609154,Manari (PE),2013,19.8,50.45,49.9
1151,2609154,Manari (PE),2014,22.7,47.65,50.31
1152,2609154,Manari (PE),2015,22.7,61.03,59.53
1153,2609154,Manari (PE),2016,25,61,61.8
1154,2609154,Manari (PE),2017,27.4,49.95,73.71
1155,2609154,Manari (PE),2018,NA,NA,NA
1156,2609204,Maraial (PE),2008,NA,NA,NA
1157,2609204,Maraial (PE),2009,NA,NA,NA
1158,2609204,Maraial (PE),2010,NA,NA,NA
1159,2609204,Maraial (PE),2011,NA,NA,NA
1160,2609204,Maraial (PE),2012,NA,NA,NA
1161,2609204,Maraial (PE),2013,23.5,95.68,83.93
1162,2609204,Maraial (PE),2014,26.1,93.68,84.61
1163,2609204,Maraial (PE),2015,22,90.25,90.25
1164,2609204,Maraial (PE),2016,49.2,10.74,91.18
1165,2609204,Maraial (PE),2017,33.9,10.27,89.62
1166,2609204,Maraial (PE),2018,NA,NA,NA
1167,2609303,Mirandiba (PE),2008,NA,NA,NA
1168,2609303,Mirandiba (PE),2009,NA,NA,NA
1169,2609303,Mirandiba (PE),2010,NA,NA,NA
1170,2609303,Mirandiba (PE),2011,NA,NA,NA
1171,2609303,Mirandiba (PE),2012,NA,NA,NA
1172,2609303,Mirandiba (PE),2013,19.4,75.41,46.44
1173,2609303,Mirandiba (PE),2014,18.4,75.2,26.38
1174,2609303,Mirandiba (PE),2015,19,78.02,71.73
1175,2609303,Mirandiba (PE),2016,22.2,70.66,75.36
1176,2609303,Mirandiba (PE),2017,23.4,73.59,76.62
1177,2609303,Mirandiba (PE),2018,NA,NA,NA
1178,2609402,Moreno (PE),2008,NA,NA,NA
1179,2609402,Moreno (PE),2009,NA,NA,NA
1180,2609402,Moreno (PE),2010,NA,NA,NA
1181,2609402,Moreno (PE),2011,NA,NA,NA
1182,2609402,Moreno (PE),2012,NA,NA,NA
1183,2609402,Moreno (PE),2013,47.4,43.23,73.82
1184,2609402,Moreno (PE),2014,53.6,39.48,71
1185,2609402,Moreno (PE),2015,47.6,40.57,68.3
1186,2609402,Moreno (PE),2016,48.1,29.11,74.49
1187,2609402,Moreno (PE),2017,58.4,12.14,80.8
1188,2609402,Moreno (PE),2018,NA,NA,NA
1189,2609501,Nazaré da Mata (PE),2008,NA,NA,NA
1190,2609501,Nazaré da Mata (PE),2009,NA,NA,NA
1191,2609501,Nazaré da Mata (PE),2010,NA,NA,NA
1192,2609501,Nazaré da Mata (PE),2011,NA,NA,NA
1193,2609501,Nazaré da Mata (PE),2012,NA,NA,NA
1194,2609501,Nazaré da Mata (PE),2013,51.5,80.67,94.85
1195,2609501,Nazaré da Mata (PE),2014,48.5,80.2,95.05
1196,2609501,Nazaré da Mata (PE),2015,45.6,82.74,96.19
1197,2609501,Nazaré da Mata (PE),2016,49.4,77.51,92.53
1198,2609501,Nazaré da Mata (PE),2017,45.9,67.2,89.18
1199,2609501,Nazaré da Mata (PE),2018,NA,NA,NA
1200,2609600,Olinda (PE),2008,NA,NA,NA
1201,2609600,Olinda (PE),2009,NA,NA,NA
1202,2609600,Olinda (PE),2010,NA,NA,NA
1203,2609600,Olinda (PE),2011,NA,NA,NA
1204,2609600,Olinda (PE),2012,NA,NA,NA
1205,2609600,Olinda (PE),2013,58.6,76.22,78.94
1206,2609600,Olinda (PE),2014,60.9,76.49,76.1
1207,2609600,Olinda (PE),2015,64.8,70.58,78.98
1208,2609600,Olinda (PE),2016,63.1,68.81,77.91
1209,2609600,Olinda (PE),2017,59.8,65.57,76.92
1210,2609600,Olinda (PE),2018,NA,NA,NA
1211,2609709,Orobó (PE),2008,NA,NA,NA
1212,2609709,Orobó (PE),2009,NA,NA,NA
1213,2609709,Orobó (PE),2010,NA,NA,NA
1214,2609709,Orobó (PE),2011,NA,NA,NA
1215,2609709,Orobó (PE),2012,NA,NA,NA
1216,2609709,Orobó (PE),2013,28.8,95.4,58.25
1217,2609709,Orobó (PE),2014,30.4,89.54,63.84
1218,2609709,Orobó (PE),2015,28.3,83.1,88.14
1219,2609709,Orobó (PE),2016,30,85.4,90.79
1220,2609709,Orobó (PE),2017,35.2,49.06,93.37
1221,2609709,Orobó (PE),2018,NA,NA,NA
1222,2609808,Orocó (PE),2008,NA,NA,NA
1223,2609808,Orocó (PE),2009,NA,NA,NA
1224,2609808,Orocó (PE),2010,NA,NA,NA
1225,2609808,Orocó (PE),2011,NA,NA,NA
1226,2609808,Orocó (PE),2012,NA,NA,NA
1227,2609808,Orocó (PE),2013,16.5,0,57.33
1228,2609808,Orocó (PE),2014,20.7,0,37.55
1229,2609808,Orocó (PE),2015,17.6,0,50.55
1230,2609808,Orocó (PE),2016,20.6,0,57.96
1231,2609808,Orocó (PE),2017,34.2,0,72.91
1232,2609808,Orocó (PE),2018,NA,NA,NA
1233,2609907,Ouricuri (PE),2008,NA,NA,NA
1234,2609907,Ouricuri (PE),2009,NA,NA,NA
1235,2609907,Ouricuri (PE),2010,NA,NA,NA
1236,2609907,Ouricuri (PE),2011,NA,NA,NA
1237,2609907,Ouricuri (PE),2012,NA,NA,NA
1238,2609907,Ouricuri (PE),2013,14.1,32.6,55.58
1239,2609907,Ouricuri (PE),2014,13.7,30.08,63.81
1240,2609907,Ouricuri (PE),2015,15.1,23.52,75.5
1241,2609907,Ouricuri (PE),2016,17.9,22.33,66.86
1242,2609907,Ouricuri (PE),2017,23.5,22.24,60.21
1243,2609907,Ouricuri (PE),2018,NA,NA,NA
1244,2610004,Palmares (PE),2008,NA,NA,NA
1245,2610004,Palmares (PE),2009,NA,NA,NA
1246,2610004,Palmares (PE),2010,NA,NA,NA
1247,2610004,Palmares (PE),2011,NA,NA,NA
1248,2610004,Palmares (PE),2012,NA,NA,NA
1249,2610004,Palmares (PE),2013,24.5,59.64,71.8
1250,2610004,Palmares (PE),2014,22.4,58.68,69.96
1251,2610004,Palmares (PE),2015,25.1,59.33,79.67
1252,2610004,Palmares (PE),2016,26.8,58.33,85.03
1253,2610004,Palmares (PE),2017,32.3,52.35,77.82
1254,2610004,Palmares (PE),2018,NA,NA,NA
1255,2610103,Palmeirina (PE),2008,NA,NA,NA
1256,2610103,Palmeirina (PE),2009,NA,NA,NA
1257,2610103,Palmeirina (PE),2010,NA,NA,NA
1258,2610103,Palmeirina (PE),2011,NA,NA,NA
1259,2610103,Palmeirina (PE),2012,NA,NA,NA
1260,2610103,Palmeirina (PE),2013,35,72.19,86.4
1261,2610103,Palmeirina (PE),2014,27.7,28.67,87.66
1262,2610103,Palmeirina (PE),2015,23.6,21.38,87.1
1263,2610103,Palmeirina (PE),2016,29.6,20.59,38.3
1264,2610103,Palmeirina (PE),2017,35.8,0,82.6
1265,2610103,Palmeirina (PE),2018,NA,NA,NA
1266,2610202,Panelas (PE),2008,NA,NA,NA
1267,2610202,Panelas (PE),2009,NA,NA,NA
1268,2610202,Panelas (PE),2010,NA,NA,NA
1269,2610202,Panelas (PE),2011,NA,NA,NA
1270,2610202,Panelas (PE),2012,NA,NA,NA
1271,2610202,Panelas (PE),2013,27.4,50.9,70.97
1272,2610202,Panelas (PE),2014,35.7,50.9,77.42
1273,2610202,Panelas (PE),2015,35.2,47.47,77.68
1274,2610202,Panelas (PE),2016,40.9,46.62,78.68
1275,2610202,Panelas (PE),2017,41.9,47.16,79.77
1276,2610202,Panelas (PE),2018,NA,NA,NA
1277,2610301,Paranatama (PE),2008,NA,NA,NA
1278,2610301,Paranatama (PE),2009,NA,NA,NA
1279,2610301,Paranatama (PE),2010,NA,NA,NA
1280,2610301,Paranatama (PE),2011,NA,NA,NA
1281,2610301,Paranatama (PE),2012,NA,NA,NA
1282,2610301,Paranatama (PE),2013,21,55.58,55.58
1283,2610301,Paranatama (PE),2014,18.6,51.35,51.35
1284,2610301,Paranatama (PE),2015,16,51.58,51.58
1285,2610301,Paranatama (PE),2016,17.2,52.45,52.45
1286,2610301,Paranatama (PE),2017,20.3,56.8,56.8
1287,2610301,Paranatama (PE),2018,NA,NA,NA
1288,2610400,Parnamirim (PE),2008,NA,NA,NA
1289,2610400,Parnamirim (PE),2009,NA,NA,NA
1290,2610400,Parnamirim (PE),2010,NA,NA,NA
1291,2610400,Parnamirim (PE),2011,NA,NA,NA
1292,2610400,Parnamirim (PE),2012,NA,NA,NA
1293,2610400,Parnamirim (PE),2013,15.8,51.99,66.15
1294,2610400,Parnamirim (PE),2014,15.3,54.28,69.69
1295,2610400,Parnamirim (PE),2015,17.5,40.93,84.33
1296,2610400,Parnamirim (PE),2016,16.1,39.72,84.82
1297,2610400,Parnamirim (PE),2017,18.5,36.4,83.95
1298,2610400,Parnamirim (PE),2018,NA,NA,NA
1299,2610509,Passira (PE),2008,NA,NA,NA
1300,2610509,Passira (PE),2009,NA,NA,NA
1301,2610509,Passira (PE),2010,NA,NA,NA
1302,2610509,Passira (PE),2011,NA,NA,NA
1303,2610509,Passira (PE),2012,NA,NA,NA
1304,2610509,Passira (PE),2013,36.5,76.8,77.19
1305,2610509,Passira (PE),2014,43.1,78.06,78.46
1306,2610509,Passira (PE),2015,41.9,85.09,90.07
1307,2610509,Passira (PE),2016,39.1,84.79,90.98
1308,2610509,Passira (PE),2017,52.9,87.02,86.77
1309,2610509,Passira (PE),2018,NA,NA,NA
1310,2610608,Paudalho (PE),2008,NA,NA,NA
1311,2610608,Paudalho (PE),2009,NA,NA,NA
1312,2610608,Paudalho (PE),2010,NA,NA,NA
1313,2610608,Paudalho (PE),2011,NA,NA,NA
1314,2610608,Paudalho (PE),2012,NA,NA,NA
1315,2610608,Paudalho (PE),2013,53.4,40.26,66.36
1316,2610608,Paudalho (PE),2014,54.4,35.58,53.3
1317,2610608,Paudalho (PE),2015,51.3,25.84,47
1318,2610608,Paudalho (PE),2016,56.2,36.82,39.89
1319,2610608,Paudalho (PE),2017,53.2,29.58,71.3
1320,2610608,Paudalho (PE),2018,NA,NA,NA
1321,2610707,Paulista (PE),2008,NA,NA,NA
1322,2610707,Paulista (PE),2009,NA,NA,NA
1323,2610707,Paulista (PE),2010,NA,NA,NA
1324,2610707,Paulista (PE),2011,NA,NA,NA
1325,2610707,Paulista (PE),2012,NA,NA,NA
1326,2610707,Paulista (PE),2013,52.6,67.4,76.88
1327,2610707,Paulista (PE),2014,54.7,65.56,74.65
1328,2610707,Paulista (PE),2015,53.7,62.77,74.36
1329,2610707,Paulista (PE),2016,53.1,58.89,72.18
1330,2610707,Paulista (PE),2017,56.2,64.97,79.05
1331,2610707,Paulista (PE),2018,NA,NA,NA
1332,2610806,Pedra (PE),2008,NA,NA,NA
1333,2610806,Pedra (PE),2009,NA,NA,NA
1334,2610806,Pedra (PE),2010,NA,NA,NA
1335,2610806,Pedra (PE),2011,NA,NA,NA
1336,2610806,Pedra (PE),2012,NA,NA,NA
1337,2610806,Pedra (PE),2013,21.3,72.73,77.27
1338,2610806,Pedra (PE),2014,25.1,68.72,84.54
1339,2610806,Pedra (PE),2015,24.2,65.15,85.22
1340,2610806,Pedra (PE),2016,32.1,61.95,81.82
1341,2610806,Pedra (PE),2017,30.4,52.43,76.93
1342,2610806,Pedra (PE),2018,NA,NA,NA
1343,2610905,Pesqueira (PE),2008,NA,NA,NA
1344,2610905,Pesqueira (PE),2009,NA,NA,NA
1345,2610905,Pesqueira (PE),2010,NA,NA,NA
1346,2610905,Pesqueira (PE),2011,NA,NA,NA
1347,2610905,Pesqueira (PE),2012,NA,NA,NA
1348,2610905,Pesqueira (PE),2013,25.6,61.29,76.66
1349,2610905,Pesqueira (PE),2014,26.2,67.33,76.28
1350,2610905,Pesqueira (PE),2015,27.5,66.18,77.7
1351,2610905,Pesqueira (PE),2016,27.7,60.09,83.6
1352,2610905,Pesqueira (PE),2017,27.3,58.46,84.98
1353,2610905,Pesqueira (PE),2018,NA,NA,NA
1354,2611002,Petrolândia (PE),2008,NA,NA,NA
1355,2611002,Petrolândia (PE),2009,NA,NA,NA
1356,2611002,Petrolândia (PE),2010,NA,NA,NA
1357,2611002,Petrolândia (PE),2011,NA,NA,NA
1358,2611002,Petrolândia (PE),2012,NA,NA,NA
1359,2611002,Petrolândia (PE),2013,34,31.44,78.95
1360,2611002,Petrolândia (PE),2014,33.9,25.93,84.36
1361,2611002,Petrolândia (PE),2015,44.9,24.8,86.67
1362,2611002,Petrolândia (PE),2016,44.1,16,87.99
1363,2611002,Petrolândia (PE),2017,40.7,12.91,88.41
1364,2611002,Petrolândia (PE),2018,NA,NA,NA
1365,2611101,Petrolina (PE),2008,NA,NA,NA
1366,2611101,Petrolina (PE),2009,NA,NA,NA
1367,2611101,Petrolina (PE),2010,NA,NA,NA
1368,2611101,Petrolina (PE),2011,NA,NA,NA
1369,2611101,Petrolina (PE),2012,NA,NA,NA
1370,2611101,Petrolina (PE),2013,42.5,86.45,81.02
1371,2611101,Petrolina (PE),2014,44.4,85.8,89.37
1372,2611101,Petrolina (PE),2015,41.9,81.07,96.46
1373,2611101,Petrolina (PE),2016,43.7,76.62,97.8
1374,2611101,Petrolina (PE),2017,49.8,70.46,97.51
1375,2611101,Petrolina (PE),2018,NA,NA,NA
1376,2611200,Poção (PE),2008,NA,NA,NA
1377,2611200,Poção (PE),2009,NA,NA,NA
1378,2611200,Poção (PE),2010,NA,NA,NA
1379,2611200,Poção (PE),2011,NA,NA,NA
1380,2611200,Poção (PE),2012,NA,NA,NA
1381,2611200,Poção (PE),2013,44.8,76.03,67.25
1382,2611200,Poção (PE),2014,45.4,80.43,82.61
1383,2611200,Poção (PE),2015,50.5,79.01,93.12
1384,2611200,Poção (PE),2016,37.8,78.48,93.37
1385,2611200,Poção (PE),2017,38.1,79.21,93.82
1386,2611200,Poção (PE),2018,NA,NA,NA
1387,2611309,Pombos (PE),2008,NA,NA,NA
1388,2611309,Pombos (PE),2009,NA,NA,NA
1389,2611309,Pombos (PE),2010,NA,NA,NA
1390,2611309,Pombos (PE),2011,NA,NA,NA
1391,2611309,Pombos (PE),2012,NA,NA,NA
1392,2611309,Pombos (PE),2013,38.1,14.29,62.9
1393,2611309,Pombos (PE),2014,41.1,13.35,39.92
1394,2611309,Pombos (PE),2015,38.3,13.09,69.37
1395,2611309,Pombos (PE),2016,40.6,16.42,73.34
1396,2611309,Pombos (PE),2017,38.6,23.01,82.55
1397,2611309,Pombos (PE),2018,NA,NA,NA
1398,2611408,Primavera (PE),2008,NA,NA,NA
1399,2611408,Primavera (PE),2009,NA,NA,NA
1400,2611408,Primavera (PE),2010,NA,NA,NA
1401,2611408,Primavera (PE),2011,NA,NA,NA
1402,2611408,Primavera (PE),2012,NA,NA,NA
1403,2611408,Primavera (PE),2013,34.7,67.26,83.18
1404,2611408,Primavera (PE),2014,37.3,63.32,81.39
1405,2611408,Primavera (PE),2015,42.8,62.04,82.94
1406,2611408,Primavera (PE),2016,37.6,7.65,90.37
